filename,page_count,char_count,extraction_method
Mar032009_04B2203,9,23240,text
Mar032009_05B2203,8,20764,text
Mar032011_01B2203,6,15192,text
Mar032011_02B2203,14,40125,text
Mar042009_02B2203,14,42363,text
Mar042009_03B2203,7,22942,text
Mar042009_04B2203,3,4319,text
Mar042009_05B2203,11,31700,text
Mar042009_06B2203,5,10721,text
Mar052007_01B2203,13,39659,text
Mar052008_01B2203,9,27417,text
Mar052008_02B2203,14,44498,text
Mar052009_01B2203,9,24301,text
Mar052009_02B2203,6,14409,text
Mar052009_03B2203,12,31448,text
Mar052010_01B2203,13,36421,text
Mar052010_02B2203,12,34168,text
Mar052010_03B2203,20,56739,text
Mar052010_04B2203,12,38007,text
Mar052012_01B2203,2,3824,text
Mar052012_02B2203,2,3750,text
Mar062007_01B2203,2,1990,text
Mar062008_01B2203,7,17663,text
Mar062008_02B2203,9,24315,text
Mar062008_03B2203,7,4261,text
Mar062009_01B2203,9,23944,text
Mar062009_02B2203,9,23298,text
Mar072006_01B2203,2,2659,text
Mar072006_02B2203,2,2688,text
Mar072006_03B2203,2,2361,text
Mar072006_04B2203,2,2886,text
Mar072007_01B2203,9,24551,text
Mar072008_01B2203,14,43938,text
Mar072011_01B2203,17,49937,text
Mar072012_01B2203,23,68496,text
Mar082007_01B2203,7,19419,text
Mar082010_01B2203,12,37506,text
Mar092007_03B2203,6,13604,text
Mar092007_04B2203,6,15478,text
Mar092010_01B2203,1,1097,text
Mar092010_02B2203,17,49641,text
Mar092011_01B2203,2,4653,text
Mar102006_01B2203,2,2093,text
Mar102006_02B2203,8,23242,text
Mar102006_03B2203,10,26799,text
Mar102008_01B2203,4,7523,text
Mar102010_01B2203,2,2910,text
Mar102011_01B2203,2,3234,text
Mar112009_01B2203,5,11478,text
Mar112011_01B2203,20,57567,text
Mar112011_04B2203,22,63887,text
Mar122009_01B2203,14,43642,text
Mar122010_01B2203,2,3403,text
Mar122012_01B2203,17,44612,text
Mar122012_03B2203,3,8437,text
Mar122012_04B2203,15,43491,text
Mar122012_05B2203,13,38890,text
Mar132007_01B2203,8,23311,text
Mar132007_02B2203,8,21042,text
Mar132012_01B2203,7,19764,text
Mar132012_03B2203,12,37060,text
Mar132012_05B2203,13,35893,text
Mar142008_01B2203,8,23521,text
Mar142008_02B2203,11,34881,text
Mar152006_01B2203,2,3686,text
Mar152006_02B2203,2,2440,text
Mar152006_03B2203,6,14406,text
Mar152007_02B2203,8,23782,text
Mar152007_03B2203,16,51908,text
Mar162006_01B2203,2,2072,text
Mar162006_02B2203,3,7204,text
Mar162006_03B2203,2,2181,text
Mar162006_04B2203,2,2325,text
Mar162006_05B2203,7,19310,text
Mar162010_01B2203,2,2896,text
Mar162011_02B2203,2,3500,text
Mar162012_01B2203,16,47028,text
Mar172009_01B2203,11,29664,text
Mar172009_02B2203,11,30521,text
Mar172010_01B2203,2,3027,text
Mar172011_01B2203,2,3655,text
Mar182010_01B2203,3,4821,text
Mar182011_01B2203,2,3143,text
Mar192009_01B2203,9,29059,text
Mar192009_02B2203,7,22217,text
Mar192009_03B2203,4,7620,text
Mar192009_04B2203,9,30587,text
Mar192009_05B2203,12,34979,text
Mar192009_06B2203,13,37653,text
Mar192010_01B2203,3,4683,text
Mar202006_01B2203,5,8601,text
Mar202009_01B2203,9,24121,text
Mar202009_02B2203,4,9105,text
Mar202009_03B2203,9,29761,text
Mar212008_01B2203,9,23982,text
Mar212008_02B2203,8,23096,text
Mar212008_03B2203,8,20232,text
Mar212011_01B2203,2,2958,text
Mar212011_02B2203,6,12079,text
Mar212012_01B2203,2,4596,text
Mar222007_01B2203,6,15820,text
Mar222012_02B2203,8,20679,text
Mar222012_03B2203,2,3452,text
Mar232006_01B2203,7,17315,text
Mar232010_01B2203,6,14282,text
Mar232010_02B2203,17,54601,text
Mar242008_01B2203,8,18934,text
Mar252008_01B2203,9,25086,text
Mar252008_02B2203,12,11210,text
Mar252010_01B2203,3,7478,text
Mar262007_01B2203,6,17812,text
Mar262008_01B2203,8,25316,text
Mar262012_02B2203,15,39162,text
Mar272006_01B2203,10,25641,text
Mar272009_01B2203,9,25056,text
Mar272009_02B2203,13,36053,text
Mar272009_03B2203,7,22031,text
Mar272009_04B2203,9,33224,text
Mar272009_05B2203,12,34991,text
Mar272009_06B2203,17,47700,text
Mar272009_07B2203,4,7750,text
Mar272009_08B2203,13,36457,text
Mar272012_01B2203,12,32715,text
Mar282006_01B2203,2,2791,text
Mar282006_02B2203,8,23344,text
Mar282012_01B2203,14,37420,text
Mar282012_02B2203,12,34697,text
Mar292006_01B2203,2,2351,text
Mar292006_02B2203,2,2130,text
Mar292006_03B2203,9,29112,text
Mar292007_01B2203,7,19106,text
Mar292007_02B2203,10,30071,text
Mar292012_01B2203,2,1996,text
Mar292012_02B2203,2,2884,text
Mar292012_03B2203,3,7377,text
Mar302012_02B2203,12,36754,text
Mar302012_03B2203,2,3141,text
Mar302012_04B2203,12,34299,text
Mar302012_05B2203,10,26124,text
Mar312006_01B2203,9,25840,text
Mar312006_02B2203,14,41243,text
Mar312008_01B2203,2,3041,text
Mar312008_02B2203,9,25172,text
Mar312008_03B2203,2,4684,text
Mar312009_01B2203,10,33482,text
Mar312009_02B2203,11,37230,text
Mar312009_03B2203,8,28038,text
Mar312010_01B2203,20,61075,text
Mar312010_02B2203,3,7184,text
Mar312011_01B2203,2,4128,text
Mar312011_03B2203,18,53030,text
May012006_01B2203,10,28124,text
May012006_02B2203,2,2422,text
May012006_03B2203,2,2426,text
May012008_01B2203,9,3929,text
May012008_02B2203,9,10822,text
May012009_01B2203,2,3242,text
May012012_01B2203,12,32476,text
May012012_02B2203,13,38327,text
May012012_03B2203,14,42092,text
May022006_01B2203,8,23336,text
May022007_01B2203,17,55172,text
May022007_02B2203,10,29362,text
May022011_01B2203,2,3132,text
May022012_01B2203,15,42955,text
May022012_02B2203,4,11961,text
May022012_03B2203,24,62393,text
May022012_04B2203,24,68743,text
May032007_01B2203,7,20220,text
May032007_02B2203,10,27283,text
May032007_03B2203,9,23806,text
May032011_01B2203,6,14994,text
May032011_02B2203,2,2005,text
May032011_03B2203,19,52181,text
May032012_01B2203,17,47260,text
May042006_02B2203,8,23588,text
May042007_01B2203,9,23525,text
May042007_02B2203,12,35014,text
May042009_01B2203,9,23838,text
May042009_02B2203,7,18720,text
May042009_03B2203,6,15304,text
May042009_04B2203,9,31430,text
May042009_05B2203,7,20714,text
May042012_01B2203,5,11726,text
May052011_01B2203,19,54908,text
May062008_01B2203,7,19866,text
May062010_01B2203,2,3478,text
May062011_01B2203,4,9242,text
May082009_01B2203,9,24399,text
May092006_01B2203,6,14223,text
May092006_02B2203,7,18094,text
May092006_03B2203,5,12251,text
May092006_04B2203,13,36957,text
May092006_05B2203,5,11747,text
May092006_06B2203,2,2486,text
May092006_07B2203,2,2245,text
May092006_08B2203,7,20068,text
May092006_09B2203,6,15529,text
May092007_01B2203,10,30857,text
May092007_02B2203,12,35020,text
May092011_02B2203,12,31879,text
May092012_01B2203,12,32762,text
May092012_02B2203,16,50387,text
May102006_01B2203,7,19108,text
May102006_02B2203,8,24298,text
May102006_03B2203,8,21547,text
May102007_01B2203,13,41824,text
May112006_01B2203,4,9295,text
May112007_01B2203,1,1098,text
May112007_02B2203,10,29128,text
May112009_01B2203,9,27041,text
May122008_01B2203,9,25397,text
May122008_02B2203,7,640,text
May122008_03B2203,1,971,text
May122011_01B2203,5,11852,text
May122011_02B2203,4,9143,text
May122011_03B2203,5,11650,text
May142009_01B2203,10,28767,text
May142012_01B2203,4,8137,text
May142012_02B2203,2,2941,text
May142012_03B2203,17,48968,text
May142012_05B2203,11,32415,text
May142012_06B2203,14,39663,text
May142012_07B2203,2,4184,text
May152012_01B2203,12,37530,text
May152012_02B2203,3,6930,text
May152012_03B2203,8,23319,text
May162007_01B2203,4,7807,text
May162007_02B2203,7,19757,text
May162012_01B2203,9,24315,text
May162012_02B2203,2,2697,text
May172010_01B2203,18,53839,text
May172011_01B2203,5,13014,text
May172012_01B2203,2,3412,text
May172012_02B2203,22,67884,text
May182007_01B2203,4,8743,text
May182007_02B2203,8,22589,text
May182009_01B2203,2,4204,text
May182009_02B2203,10,29022,text
May182010_01B2203,2,4192,text
May192006_01B2203,9,24527,text
May192006_02B2203,9,23318,text
May192006_03B2203,7,19797,text
May192009_01B2203,13,42331,text
May192009_02B2203,10,34744,text
May202008_01B2203,9,26821,text
May202008_02B2203,2,3390,text
May202008_03B2203,13,36984,text
May202009_01B2203,6,15687,text
May202009_02B2203,22,67148,text
May202009_03B2203,11,32793,text
May202011_01B2203,2,3020,text
May202011_02B2203,10,27702,text
May212010_01B2203,13,37760,text
May212010_02B2203,3,7257,text
May222009_01B2203,9,29920,text
May232011_01B2203,15,41824,text
May232011_02B2203,22,62536,text
May232012_02B2203,9,25221,text
May242006_01B2203,3,5777,text
May242007_01B2203,6,16255,text
May242011_01B2203,17,49840,text
May242012_01B2203,17,45555,text
May242012_02B2203,17,47318,text
May242012_03B2203,9,25095,text
May252006_01B2203,2,2398,text
May252006_02B2203,5,11877,text
May252006_03B2203,2,3631,text
May252007_01B2203,8,22467,text
May262009_01B2203,2,1837,text
May262009_02B2203,13,38535,text
May262009_03B2203,12,34222,text
May262011_02B2203,3,6017,text
May272008_01B2203,1,949,text
May272008_02B2203,10,18631,text
May272008_04B2203,13,38177,text
May272009_01B2203,14,41261,text
May272009_02B2203,14,42419,text
May272009_03B2203,16,47875,text
May282008_01B2203,2,3511,text
May282008_02B2203,10,25952,text
May282008_03B2203,11,31438,text
May282008_04B2203,11,3576,text
May282009_01B2203,11,33274,text
May282009_02B2203,14,38292,text
May282009_03B2203,11,30778,text
May282009_04B2203,16,44994,text
May292008_02B2203,12,35873,text
May292008_03B2203,9,16536,text
May292008_04B2203,10,29414,text
May292008_05B2203,9,24156,text
May292009_01B2203,8,19708,text
May292009_03B2203,18,53503,text
May292009_04B2203,14,45783,text
May302008_01B2203,11,32314,text
May302012_01B2203,8,20351,text
NOV012018_01B2203,6,17691,text
NOV012021_01B2203,6,19340,text
NOV012023_01B2203,5,12464,text
NOV012023_02B2203,9,30467,text
NOV012023_03B2203,5,12416,text
NOV012023_04B2203,3,7553,text
NOV022005_01B2203,2,2368,text
NOV022005_02B2203,2,2240,text
NOV022005_03B2203,2,2080,text
NOV022005_04B2203,2,2967,text
NOV022005_05B2203,2,2073,text
NOV022005_06B2203,2,2469,text
NOV022005_07B2203,2,2337,text
NOV022005_08B2203,2,2360,text
NOV022005_09B2203,2,2297,text
NOV022005_10B2203,2,2412,text
NOV022005_11B2203,2,2317,text
NOV022005_12B2203,2,2520,text
NOV022005_13B2203,2,2092,text
NOV022005_27B2203,2,2368,text
NOV022005_28B2203,2,2240,text
NOV022005_29B2203,2,2075,text
NOV022005_30B2203,2,2967,text
NOV022005_31B2203,2,2076,text
NOV022005_32B2203,2,2469,text
NOV022005_33B2203,2,2337,text
NOV022005_34B2203,2,2360,text
NOV022005_35B2203,2,2297,text
NOV022005_36B2203,2,2413,text
NOV022005_37B2203,2,2317,text
NOV022005_38B2203,2,2520,text
NOV022005_39B2203,2,2092,text
NOV022015_01B2203,8,22132,text
NOV022016_01B2203,7,18562,text
NOV022023_01B2203,8,26877,text
NOV032005_01B2203,2,2421,text
NOV032005_02B2203,2,2096,text
NOV032005_03B2203,2,2391,text
NOV032005_04B2203,2,2360,text
NOV032005_05B2203,2,2037,text
NOV032005_06B2203,2,2324,text
NOV032005_07B2203,2,2338,text
NOV032005_08B2203,2,1991,text
NOV032005_09B2203,2,2494,text
NOV032005_19B2203,2,2421,text
NOV032005_20B2203,2,2096,text
NOV032005_21B2203,2,2391,text
NOV032005_22B2203,2,2360,text
NOV032005_23B2203,2,2037,text
NOV032005_24B2203,2,2324,text
NOV032005_25B2203,2,2338,text
NOV032005_26B2203,2,1996,text
NOV032005_27B2203,2,2494,text
NOV042014_01B2203,11,30135,text
NOV042015_01B2203,8,23193,text
NOV042024_01B2203,5,13924,text
NOV052013_01B2203,11,34591,text
NOV052013_02B2203,9,27903,text
NOV052019_01B2203,7,22155,text
NOV052019_02B2203,9,28297,text
NOV052021_01B2203,5,17275,text
NOV052024_01B2203,4,9832,text
NOV062014_01B2203,18,46731,text
NOV062015_01B2203,1,2200,text
NOV062015_02B2203,4,11063,text
NOV062017_01B2203,5,13412,text
NOV062024_01B2203,5,14319,text
NOV062024_02B2203,5,12928,text
NOV072005_01B2203,6,16230,text
NOV072005_02B2203,7,21245,text
NOV072005_03B2203,16,57094,text
NOV072005_07B2203,6,16230,text
NOV072005_08B2203,7,21245,text
NOV072005_09B2203,16,57094,text
NOV072016_01B2203,8,20547,text
NOV072018_01B2203,4,10255,text
NOV072018_02B2203,6,15583,text
NOV072019_01B2203,5,15899,text
NOV072019_02B2203,10,29892,text
NOV072019_03B2203,8,24815,text
NOV072022_01B2203,6,17643,text
NOV082018_01B2203,6,16276,text
NOV082022_01B2203,3,8207,text
NOV082024_01B2203,4,11418,text
NOV092015_01B2203,7,21154,text
NOV092017_01B2203,6,17180,text
NOV092017_02B2203,8,21928,text
NOV092017_03B2203,5,15792,text
NOV092022_01B2203,10,29405,text
NOV102005_01B2203,1,1082,text
NOV102005_02B2203,9,29532,text
NOV102005_03B2203,6,17447,text
NOV102005_07B2203,1,1082,text
NOV102005_08B2203,9,29531,text
NOV102005_09B2203,6,17447,text
NOV102022_01B2203,6,17962,text
NOV112005_01B2203,2,2311,text
NOV112005_02B2203,2,2894,text
NOV112005_03B2203,2,2373,text
NOV112005_04B2203,2,2363,text
NOV112005_05B2203,2,2071,text
NOV112005_06B2203,2,2469,text
NOV112005_07B2203,2,2864,text
NOV112005_08B2203,2,1949,text
NOV112005_17B2203,2,2311,text
NOV112005_18B2203,2,2894,text
NOV112005_19B2203,2,2373,text
NOV112005_20B2203,2,2363,text
NOV112005_21B2203,2,2071,text
NOV112005_22B2203,2,2469,text
NOV112005_23B2203,2,2856,text
NOV112005_24B2203,2,1949,text
NOV122013_01B2203,3,8994,text
NOV122013_02B2203,7,20075,text
NOV122013_03B2203,10,28009,text
NOV122013_04B2203,11,33046,text
NOV122013_05B2203,10,28052,text
NOV122013_06B2203,2,4294,text
NOV122014_01B2203,2,4365,text
NOV122019_01B2203,11,33460,text
NOV122021_01B2203,9,28218,text
NOV122024_01B2203,3,6899,text
NOV122024_02B2203,6,20786,text
NOV122024_03B2203,11,34800,text
NOV122024_04B2203,8,26409,text
NOV132013_01B2203,2,3443,text
NOV132013_02B2203,13,38083,text
NOV132013_03B2203,20,64255,text
NOV132017_01B2203,6,16696,text
NOV132017_02B2203,5,12367,text
NOV132019_01B2203,9,31451,text
NOV132024_01B2203,4,9597,text
NOV132024_02B2203,3,7101,text
NOV132024_03B2203,1,2355,text
NOV142005_01B2203,8,28325,text
NOV142005_02B2203,2,2265,text
NOV142005_05B2203,8,28321,text
NOV142005_06B2203,2,2265,text
NOV142016_01B2203,6,16758,text
NOV142016_02B2203,5,13957,text
NOV142017_01B2203,5,15083,text
NOV142019_01B2203,4,12547,text
NOV142019_02B2203,9,26965,text
NOV142019_03B2203,8,23377,text
NOV142019_04B2203,6,18220,text
NOV142019_05B2203,9,28966,text
NOV142019_06B2203,12,36234,text
NOV142022_01B2203,1,1570,text
NOV142022_02B2203,5,15270,text
NOV142024_01B2203,3,7398,text
NOV152013_01B2203,18,54750,text
NOV152018_01B2203,9,27959,text
NOV152022_01B2203,8,25253,text
NOV152023_01B2203,5,13742,text
NOV152023_02B2203,11,35860,text
NOV152023_03B2203,5,15379,text
NOV152024_01B2203,4,10424,text
NOV162005_01B2203,7,19114,text
NOV162005_02B2203,5,14018,text
NOV162005_03B2203,5,11495,text
NOV162005_04B2203,2,2277,text
NOV162005_05B2203,2,2335,text
NOV162005_06B2203,2,2343,text
NOV162005_07B2203,5,14360,text
NOV162005_08B2203,2,2260,text
NOV162005_09B2203,8,22446,text
NOV162005_10B2203,9,28370,text
NOV162005_21B2203,7,19115,text
NOV162005_22B2203,5,14018,text
NOV162005_23B2203,5,11495,text
NOV162005_24B2203,2,2277,text
NOV162005_25B2203,2,2335,text
NOV162005_26B2203,2,2343,text
NOV162005_27B2203,5,14360,text
NOV162005_28B2203,2,2260,text
NOV162005_29B2203,8,22448,text
NOV162005_30B2203,9,28370,text
NOV162017_01B2203,6,15513,text
NOV162017_02B2203,9,25933,text
NOV162018_01B2203,7,19171,text
NOV162022_01B2203,8,24782,text
NOV162023_01B2203,3,11165,text
NOV162023_02B2203,7,22846,text
NOV172005_01B2203,3,6704,text
NOV172005_03B2203,3,6705,text
NOV172015_01B2203,15,40933,text
NOV172015_02B2203,9,25861,text
NOV172017_01B2203,8,23434,text
NOV172021_01B2203,5,15551,text
NOV172023_01B2203,5,13568,text
NOV172023_02B2203,6,18177,text
NOV182005_01B2203,6,20577,text
NOV182005_02B2203,9,28558,text
NOV182005_03B2203,8,26599,text
NOV182005_07B2203,6,20577,text
NOV182005_08B2203,9,28558,text
NOV182005_09B2203,8,26599,text
NOV182014_01B2203,17,45886,text
NOV182014_02B2203,20,55748,text
NOV182015_01B2203,9,24955,text
NOV182024_01B2203,5,15929,text
NOV182024_02B2203,3,8763,text
NOV182024_03B2203,6,18243,text
NOV182024_04B2203,4,10941,text
NOV192015_01B2203,7,19772,text
NOV192018_01B2203,6,16161,text
NOV192018_02B2203,3,8319,text
NOV192018_03B2203,7,19961,text
NOV192018_04B2203,5,13905,text
NOV192018_05B2203,8,20678,text
NOV192019_01B2203,6,16303,text
NOV192024_01B2203,4,12536,text
NOV202018_01B2203,6,15326,text
NOV202018_02B2203,7,19096,text
NOV202019_01B2203,6,18108,text
NOV202024_01B2203,4,9976,text
NOV212005_01B2203,10,32127,text
NOV212005_02B2203,7,15596,text
NOV212005_03B2203,8,25140,text
NOV212005_09B2203,8,25140,text
NOV212005_10B2203,10,32127,text
NOV212005_11B2203,7,15596,text
NOV212005_12B2203,8,25140,text
NOV212017_01B2203,6,18008,text
NOV212019_01B2203,4,11812,text
NOV212019_02B2203,6,18363,text
NOV212019_03B2203,7,23072,text
NOV212019_04B2203,9,29955,text
NOV212019_05B2203,8,25433,text
NOV212022_01B2203,3,7907,text
NOV212022_02B2203,4,10805,text
NOV212024_01B2203,3,6772,text
NOV212024_02B2203,2,4670,text
NOV212024_03B2203,6,18941,text
NOV212024_04B2203,4,10650,text
NOV222016_01B2203,10,29477,text
NOV222016_02B2203,8,21301,text
NOV222017_01B2203,6,17255,text
NOV222022_01B2203,4,11505,text
NOV222023_01B2203,2,2866,text
NOV222024_01B2203,3,8386,text
NOV222024_02B2203,10,35408,text
NOV222024_03B2203,8,27052,text
NOV232005_01B2203,8,23466,text
NOV232005_03B2203,8,23466,text
NOV232016_01B2203,7,18025,text
NOV232016_02B2203,4,10677,text
NOV232016_03B2203,3,9037,text
NOV232018_01B2203,2,5249,text
NOV232022_01B2203,9,30451,text
NOV242017_01B2203,7,18405,text
NOV242020_01B2203,4,10390,text
NOV242020_02B2203,11,36828,text
NOV242020_03B2203,6,15657,text
NOV242020_04B2203,4,12363,text
NOV242020_05B2203,6,17086,text
NOV242020_06B2203,9,24513,text
NOV242020_07B2203,8,24429,text
NOV242020_08B2203,8,24660,text
NOV242020_09B2203,5,15504,text
NOV242020_10B2203,4,10621,text
NOV242020_11B2203,6,15336,text
NOV242021_01B2203,8,26865,text
NOV252013_01B2203,11,30286,text
NOV252013_02B2203,8,23531,text
NOV252014_01B2203,14,43327,text
NOV252015_01B2203,5,13617,text
NOV252016_01B2203,11,32574,text
NOV252016_02B2203,5,12315,text
NOV252020_01B2203,5,13023,text
NOV252020_02B2203,7,22269,text
NOV252022_01B2203,1,1562,text
NOV252024_01B2203,5,16556,text
NOV252024_02B2203,6,20016,text
NOV252024_03B2203,6,20730,text
NOV252024_04B2203,6,18574,text
NOV262019_01B2203,4,10037,text
NOV262019_02B2203,6,19764,text
NOV262019_03B2203,10,32016,text
NOV262024_01B2203,3,8988,text
NOV262024_02B2203,3,8071,text
NOV262024_03B2203,6,17366,text
NOV262024_04B2203,5,13029,text
NOV262024_05B2203,2,6160,text
NOV262024_06B2203,5,12043,text
NOV262024_07B2203,6,18512,text
NOV272013_01B2203,9,28824,text
NOV272018_01B2203,6,17058,text
NOV272018_02B2203,7,21094,text
NOV272018_03B2203,6,16728,text
NOV272019_01B2203,4,10540,text
NOV272019_02B2203,5,15778,text
NOV272019_03B2203,7,22968,text
NOV272020_01B2203,5,14115,text
NOV272020_02B2203,5,15038,text
NOV272020_03B2203,6,16777,text
NOV272020_04B2203,7,22758,text
NOV272020_05B2203,7,20993,text
NOV272020_06B2203,9,29569,text
NOV272020_07B2203,9,30367,text
NOV272023_01B2203,5,14583,text
NOV272024_01B2203,3,7976,text
NOV282005_01B2203,8,22847,text
NOV282005_02B2203,2,1818,text
NOV282005_03B2203,7,21282,text
NOV282005_04B2203,6,19485,text
NOV282005_09B2203,8,22848,text
NOV282005_10B2203,2,1818,text
NOV282005_11B2203,7,21282,text
NOV282005_12B2203,6,19485,text
NOV282014_01B2203,14,44766,text
NOV282014_02B2203,15,46134,text
NOV282014_03B2203,9,26360,text
NOV282017_01B2203,5,11435,text
NOV282018_01B2203,5,12312,text
NOV282018_02B2203,6,17112,text
NOV282023_01B2203,10,31894,text
NOV282023_02B2203,9,29683,text
NOV292013_01B2203,15,43261,text
NOV292016_01B2203,5,12752,text
NOV292018_01B2203,6,17229,text
NOV292018_02B2203,4,10003,text
NOV292019_01B2203,7,22131,text
NOV292022_01B2203,7,22623,text
NOV292022_02B2203,3,9083,text
NOV292023_01B2203,4,11942,text
NOV302016_01B2203,8,23917,text
NOV302017_01B2203,3,7098,text
NOV302017_02B2203,1,2313,text
NOV302020_01B2203,4,9957,text
NOV302020_02B2203,5,15439,text
NOV302020_03B2203,7,21217,text
NOV302020_04B2203,9,29620,text
NOV302020_05B2203,9,30950,text
NOV302020_06B2203,10,33595,text
NOV302022_01B2203,6,18848,text
NOV302022_02B2203,6,17152,text
NOV302023_01B2203,7,21157,text
NOV302023_02B2203,3,6404,text
NOV302023_03B2203,4,11790,text
NOV302023_04B2203,5,13627,text
Nov012006_01B2203,6,16497,text
Nov012010_01B2203,25,68149,text
Nov012010_02B2203,2,4001,text
Nov022006_01B2203,2,2674,text
Nov022006_02B2203,4,8840,text
Nov022009_01B2203,10,29537,text
Nov022009_03B2203,17,50237,text
Nov022011_01B2203,28,77136,text
Nov032011_01B2203,17,47240,text
Nov032011_02B2203,15,42796,text
Nov032011_03B2203,16,44778,text
Nov032011_04B2203,7,22244,text
Nov032011_05B2203,7,22003,text
Nov032012_05B2203,11,28952,text
Nov032012_06B2203,11,31732,text
Nov032012_07B2203,10,25399,text
Nov032012_09B2203,9,23759,text
Nov032012_10B2203,8,21777,text
Nov032012_11B2203,3,5426,text
Nov042009_01B2203,2,3883,text
Nov042009_02B2203,12,35284,text
Nov042009_03B2203,14,39391,text
Nov042009_04B2203,8,21819,text
Nov042009_05B2203,8,19375,text
Nov042010_01B2203,3,6892,text
Nov052007_01B2203,10,26836,text
Nov052009_01B2203,2,3880,text
Nov062009_01B2203,2,3908,text
Nov072012_01B2203,3,7247,text
Nov082006_01B2203,5,11648,text
Nov082006_02B2203,4,7888,text
Nov082006_03B2203,7,18556,text
Nov082006_04B2203,6,14576,text
Nov082007_01B2203,11,36171,text
Nov082007_02B2203,16,43896,text
Nov092009_01B2203,4,8454,text
Nov092009_02B2203,2,3024,text
Nov092009_03B2203,8,20801,text
Nov092009_04B2203,1,1187,text
Nov092009_05B2203,9,23944,text
Nov092010_01B2203,14,38333,text
Nov102008_01B2203,7,21798,text
Nov102009_01B2203,4,8681,text
Nov102009_02B2203,6,16005,text
Nov102010_02B2203,5,11758,text
Nov132007_01B2203,8,19896,text
Nov142011_03B2203,19,55978,text
Nov142011_04B2203,2,2816,text
Nov142011_05B2203,3,5562,text
Nov152010_01B2203,20,58437,text
Nov152011_01B2203,18,54965,text
Nov172010_01B2203,3,7641,text
Nov182009_01B2203,1,1146,text
Nov182009_02B2203,6,16319,text
Nov182009_03B2203,7,17942,text
Nov182010_01B2203,11,28599,text
Nov182011_01B2203,23,68360,text
Nov192009_01B2203,3,6870,text
Nov192009_02B2203,5,13614,text
Nov192009_03B2203,7,19970,text
Nov192009_04B2203,8,21726,text
Nov192009_05B2203,13,34709,text
Nov192012_01B2203,3,6355,text
Nov202007_01B2203,4,9446,text
Nov202008_01B2203,11,34194,text
Nov212006_01B2203,2,3878,text
Nov212011_01B2203,7,15278,text
Nov222006_01B2203,5,13623,text
Nov222011_01B2203,2,4362,text
Nov232007_01B2203,9,26741,text
Nov232009_01B2203,2,3495,text
Nov232009_02B2203,15,43245,text
Nov232010_01B2203,3,5191,text
Nov232012_01B2203,12,33433,text
Nov242008_01B2203,10,31592,text
Nov242009_01B2203,10,29972,text
Nov252008_01B2203,7,20974,text
Nov252008_02B2203,2,1809,text
Nov252008_03B2203,3,6915,text
Nov252008_04B2203,9,28256,text
Nov252008_05B2203,11,35962,text
Nov252009_01B2203,2,3936,text
Nov252009_02B2203,23,66553,text
Nov252009_03B2203,18,52009,text
Nov252011_01B2203,20,57123,text
Nov252011_02B2203,19,58010,text
Nov252011_03B2203,2,2791,text
Nov262008_01B2203,1,1038,text
Nov262008_02B2203,4,6022,text
Nov282007_01B2203,8,21129,text
Nov282007_02B2203,9,24427,text
Nov282008_01B2203,13,40642,text
Nov282012_01B2203,4,9907,text
Nov292006_01B2203,4,7888,text
Nov292006_02B2203,9,26313,text
Nov292007_01B2203,9,24699,text
Nov292007_02B2203,10,31632,text
Nov292007_03B2203,13,39227,text
Nov292007_04B2203,9,26619,text
Nov292007_05B2203,11,32651,text
Nov292010_02B2203,20,57364,text
Nov292012_03B2203,4,11573,text
Nov292012_04B2203,4,9742,text
Nov302006_01B2203,10,27378,text
Nov302009_01B2203,15,47451,text
OCT012013_01B2203,3,6167,text
OCT012013_02B2203,2,2720,text
OCT012014_01B2203,14,45616,text
OCT012015_01B2203,7,19718,text
OCT012018_01B2203,5,12970,text
OCT012018_02B2203,5,15620,text
OCT012019_01B2203,7,23079,text
OCT012019_02B2203,8,21965,text
OCT012019_03B2203,5,16058,text
OCT012019_04B2203,7,23844,text
OCT012024_01B2203,5,17292,text
OCT012024_02B2203,6,20575,text
OCT012024_03B2203,4,10063,text
OCT022013_01B2203,4,9496,text
OCT022019_01B2203,3,7653,text
OCT022019_02B2203,9,29748,text
OCT022023_01B2203,2,5174,text
OCT022023_02B2203,4,11680,text
OCT022024_01B2203,7,22663,text
OCT022024_02B2203,6,17221,text
OCT032005_01B2203,4,10067,text
OCT032005_02B2203,4,9772,text
OCT032005_03B2203,4,9577,text
OCT032005_04B2203,4,10820,text
OCT032005_09B2203,4,10067,text
OCT032005_10B2203,4,9772,text
OCT032005_11B2203,4,9577,text
OCT032005_12B2203,4,10820,text
OCT032013_01B2203,2,1919,text
OCT032013_02B2203,2,3436,text
OCT032013_03B2203,2,3314,text
OCT032013_04B2203,4,11692,text
OCT032016_01B2203,7,18243,text
OCT032019_01B2203,3,8783,text
OCT032022_01B2203,3,8217,text
OCT032022_02B2203,8,26126,text
OCT032024_01B2203,7,20471,text
OCT042005_01B2203,9,28868,text
OCT042005_02B2203,5,12962,text
OCT042005_03B2203,5,12733,text
OCT042005_04B2203,6,16546,text
OCT042005_05B2203,6,13982,text
OCT042005_06B2203,5,11005,text
OCT042005_13B2203,9,28868,text
OCT042005_14B2203,5,12962,text
OCT042005_15B2203,5,12733,text
OCT042005_16B2203,6,16546,text
OCT042005_17B2203,6,13982,text
OCT042005_18B2203,5,11109,text
OCT042017_01B2203,3,8454,text
OCT042024_01B2203,6,19501,text
